P45985	Q14315
P04637	Q8IWT3
Q68DK7	Q9H7Z6
Q8NHY5	O60671
A0JLT2	O95402
Q92556	Q8IZD9
Q9Y5N6	Q13416
P49758	O14775
Q8N3L3	Q96EV8
Q9BZV1	P55072
Q96T68	Q8N8R7
Q14135	Q7Z5L9
Q9H3K2	Q6SZW1
Q92930	P31150
Q9NWT6	Q05086
Q13503	Q96HR3
Q86YP4	Q8TDI0
Q8NFJ9	Q3SYG4
O00399	Q14203
Q76L83	Q8NB78
P36873	Q9ULJ8
Q9UNP9	Q96NB3
Q9Y294	Q9NPG3
Q86YP4	Q13547
Q16576	Q9Y483
P62993	Q6ZUJ8
Q15014	Q86YC2
Q9Y6A4	Q96NH3
Q16539	O75676
P30533	P98155
Q9HAF1	Q8WYH8
Q9H1K0	Q9NZN3
Q96F24	Q14457
Q53HC9	Q9P1Q0
Q6ZYL4	P32780
Q9H1I8	Q15650
P06730	O43432
P05165	P05166
P36873	Q8IWU2
A0JLT2	Q9UHV7
P25963	Q00653
O14770	P40424
Q9BRX5	Q9BRT9
Q13503	Q9H204
P61964	Q9NS73
P11802	P42772
Q7L2H7	Q9Y262
Q9NX08	Q9GZQ3
Q9BWG4	P61371
Q9ULZ2	Q96B97
Q9NWB7	Q9P2H3
Q14195	Q16555
Q8NI37	Q96GJ1
P06746	P18887
Q15831	Q7RTN6
P61962	Q9HCM7
Q969R8	Q96MD2
Q14188	Q16254
O75449	Q9BVA0
Q9H981	Q9Y230
Q8IXJ6	P49591
Q15118	Q15119
Q9BXJ9	Q9NX55
Q9H0L4	P33240
Q53T94	Q9H5J8
Q5VIR6	Q9P1Q0
Q8WXI9	Q8TDI0
Q6IPR1	O14561
Q9BUE0	Q96G25
Q9H6L2	Q96GX1
P62487	O94762
Q2M2Z5	Q96NL6
Q9H9Q2	Q92905
P62993	Q9H706
Q13503	Q9NVC6
Q9Y5U2	O95905
Q9BUE0	O95402
Q13503	Q9NWA0
Q6NYC1	Q12872
P20248	P06493
Q8NBT0	Q8TC44
P62136	Q8NHQ8
Q9UK41	Q8NEZ2
Q8N488	Q3KNV8
O43639	P22681
Q9HCI7	Q68DK7
Q9NVP2	P54198
O00303	B5ME19
Q8WV22	Q96SB8
O95251	Q9ULD4
O60711	Q8IVE3
Q8N3I7	Q96RK4
Q86WT1	Q8WYA0
Q96GY3	Q6MZP7
Q9NPF4	Q9BXV9
O60573	Q9NRA8
Q86WT1	Q8TDR0
P56377	O75843
P31040	Q9NX18
P56377	O43747
O43427	Q86YS7
Q99619	Q93034
P36873	Q7Z3T8
Q13503	Q9UHV7
Q9NP66	Q14687
Q13596	Q9UNH7
Q9Y294	Q9Y6J0
P43363	Q92830
P11532	Q13884
O75170	Q8NB46
Q92845	O14782
Q9BUE0	Q6P2C8
O14867	O75330
Q96BK5	P54274
Q15020	Q9H6E5
Q92949	P22670
Q9NS73	Q9H8E8
Q8WYA1	O15516
Q8IWD4	P31948
Q92834	O75161
O43752	O15400
Q92949	P48380
P00492	Q9NRG1
P25963	P19838
O95292	O00562
Q15022	O75530
P62491	Q6WKZ4
Q9BUE0	Q9H204
Q6ZN18	Q92833
Q93034	Q96S21
Q9H9Q2	P61201
Q9NRD1	O95479
P36873	Q6PJW8
A0JLT2	O75448
Q9Y294	P54198
P13284	P53355
Q8WV22	Q96MG7
Q9UMS4	Q9Y448
Q9Y6K9	O15111
P78364	Q8NDX5
P18433	P62993
Q9H7C4	P17661
P36873	Q9HCD6
Q15404	Q13418
P36873	P41236
P51665	O00232
Q9Y3B2	Q9NQT5
Q14004	Q9NYV4
Q99689	Q9UIL1
Q13503	Q9P086
O15160	O15318
P15884	Q15672
P62714	Q9ULQ0
P15880	O60678
Q93034	Q02880
Q8WWN9	O43739
P49720	Q8TAA3
Q07817	O43521
Q13422	Q9UKT9
Q8N5M1	Q9NZD8
Q02363	P15923
Q969G3	Q96GM5
Q8WVZ9	Q8IUD2
Q9NWT6	Q9H2K2
Q9UNA1	A1A4S6
Q9NP50	O75446
Q14203	Q13561
Q9H270	Q8WUH2
P09210	O15217
A0JLT2	O75586
O60671	Q99638
O75815	Q14511
P30281	P46527
P49458	P61011
Q96IP4	Q9Y2H6
P15313	Q9Y5K8
Q9H9Q2	Q9UNS2
A0JLT2	Q71F56
P10276	P10826
P24385	P46527
Q86WT1	Q9Y366
Q56P03	Q9Y312
Q9H160	Q4LE39
Q9BS18	Q9UJX5
Q9Y5U2	Q9Y312
P20248	Q08999
Q6P1K2	Q8NBT2
Q96RJ6	P15884
P23409	Q99081
Q9Y575	Q93034
Q6P1M3	Q9NS91
Q92572	O00203
P36873	Q96QC0
Q15648	O75586
Q9Y230	Q53TQ3
Q8IYI6	Q9Y2D4
O60832	Q6PI26
Q86WT1	Q13099
Q13547	Q9P2R6
Q07866	Q6P597
P32121	P36575
Q9Y2V7	Q96MW5
P62136	Q96KQ4
Q15022	O43189
Q6P1K8	P19447
Q66LE6	P67775
O95639	Q9C0J8
Q92572	Q3YEC7
Q16576	Q8TDI0
Q13077	Q9Y4K3
O95292	Q9H4L5
O75379	O15400
P36873	Q9P2K8
P47755	Q9Y4B5
P36941	Q13114
Q9P0W2	Q96BD5
P61024	O95067
Q9HAU4	Q99717
Q13503	O75448
Q5T2W1	O15439
P53350	Q8TD16
P19784	Q3KNV8
O00303	P60228
Q92575	Q14139
P23409	P15923
Q96EK5	Q9Y496
Q8WZ19	Q13829
Q15022	Q15910
P17275	P18847
Q8N488	Q969R5
Q8NFJ9	Q96RK4
Q9H8T0	Q8N612
Q7Z7C8	Q15542
Q9Y3B2	Q8TF46
Q9H160	Q9H0E3
Q13503	O60244
Q9Y5R8	Q7Z392
Q9H1J1	P68871
Q15561	P46937
Q15024	Q8TF46
Q9NXX6	Q96MG7
Q9H160	Q13547
Q86WT1	Q9NQC8
O15160	O75575
Q03933	Q00613
O00194	Q8TDW5
Q13547	Q96QT6
Q96EV8	P78537
Q9NWB7	Q8TDR0
Q9H8T0	Q96ED9
Q13363	O94818
Q9Y230	Q9H9F9
Q9UP83	P83436
Q8N668	Q9GZQ3
Q9BUE0	Q9H944
O75821	O15372
P32322	Q96C36
Q9BT43	Q9NVU0
Q13547	Q96PN7
P06730	Q9NRA8
Q9UBU8	Q96HT8
Q8NHQ8	Q13625
Q16181	Q92599
Q9Y2H1	Q9H8S9
O95292	Q9BXB4
P60842	Q53EL6
P14316	Q9H1B7
O43395	O43172
Q8WUZ0	Q8TAQ2
Q7Z4G1	Q567U6
P48506	P48507
Q8IWA4	O95140
Q99436	P28065
P28065	Q9UL46
Q9NWB7	Q13099
O75528	Q92831
Q9HC98	Q8TDX7
Q9Y2V7	P83436
Q96CW1	P42566
P61962	Q8NCN4
P19447	P28715
P46926	Q9Y303
Q9BXJ9	Q9GZZ1
Q9UKT9	Q9H2S9
Q02363	P15884
Q8NF50	Q5VUJ6
P19784	Q9HAH7
Q9Y2T2	P59780
Q9Y383	Q6NYC1
O60296	Q9UPV9
Q9P0U4	O15047
Q9NX08	Q567U6
P53350	O75170
Q8WVZ9	Q8NFY9
P23921	Q7LG56
Q86WT1	Q9P2H3
Q969X6	Q15061
Q9Y478	P54646
Q8IX90	Q8WVK7
Q8N488	Q8NHM5
Q9UP83	Q8WTW3
Q96CW1	Q8WXE9
Q86X83	Q9GZQ3
Q15562	P46937
Q9UP83	Q96MW5
P45983	P45984
P33552	P24941
P24941	Q08999
O94992	O60583
Q9Y265	Q9H9F9
Q9UBU8	Q7Z589
P52799	P29323
P84022	O95405
Q9NR28	Q13490
Q9NWV8	Q96RL1
P54619	P54646
P62136	Q9P2K8
P49770	Q14232
P16104	Q3T8J9
P55198	Q8TEK3
O43684	O60293
Q16576	Q9BTC8
P20248	Q9H211
P26196	Q8IZD4
Q08J23	Q05086
Q9BS18	Q13042
Q8N3I7	Q3SYG4
O94842	Q96QC0
Q8WUZ0	Q96GM5
Q00534	P55273
Q9Y228	Q5VSL9
Q6ZNE5	Q8NEB9
P19447	Q92759
Q07866	Q12840
P55347	P40424
P62136	P41236
P78364	O00257
Q96EV8	Q8TDH9
P61964	Q6ZW49
Q15311	Q8NFH8
Q15648	O95402
P15408	Q02930
P15056	P36507
Q5T6S3	Q15910
Q9P2S5	Q66GS9
Q96QG7	Q9Y217
Q9BZS1	Q9H334
P62136	O95685
O75791	O95630
Q9Y297	Q96K76
P98082	Q0JRZ9
P62993	Q14185
Q6PJQ5	P01106
Q9NS73	Q92831
P49720	Q99436
P20618	Q14997
Q6P1M3	Q9BYG4
Q15648	P49336
P61964	Q9P2R6
Q96B97	Q5HYK7
Q9Y5Z7	Q03164
A0JLT2	O60244
P49720	Q9UL46
Q9Y546	Q13618
Q9NSC5	O94915
Q92949	Q8IZL9
Q8WXI9	Q16576
Q7Z7C8	P49848
P54619	Q13131
P49674	P48730
O15160	Q9H1D9
O14508	Q93034
Q96MH2	O60563
P36873	Q96KQ4
P15884	Q8WVJ9
Q04864	O00221
Q9H672	Q93034
P31323	Q5VU43
Q9H7L9	O75182
P49754	Q9P253
Q8NBT2	O14777
O94992	P50750
Q86SE9	Q8N488
P62136	Q02833
A0JLT2	Q9NVC6
Q969U7	O95456
Q8N4P2	Q9Y366
P61964	Q9P0U4
Q15022	A6NHQ4
Q13503	Q9H944
Q9BUE0	Q9UHV7
Q9UBI1	Q567U6
P09913	P09914
Q9BUE0	Q9NVC6
P35227	O00257
P24863	Q9UHV7
Q92784	Q8NFD5
P40937	Q96QE3
O75386	Q9P2L0
P62714	Q9BWN1
P49720	Q9Y244
Q16576	Q12830
Q8N4P2	Q96AJ1
Q6P1K2	O95229
O15514	P62487
Q8N5M1	Q96HJ9
Q9P0U4	Q96IK1
P31150	P20338
Q13547	Q9H7L9
P78364	Q8IXK0
Q6ZN18	Q16576
O43187	Q9Y4K3
Q9Y2T2	O00203
P36873	Q9H792
Q14141	Q99719
Q92990	Q14999
Q15907	Q6WKZ4
Q15653	P19838
Q9UPM6	Q86U70
Q8NHQ8	Q96KQ4
Q9NQT5	Q8TF46
Q9NUC0	Q66LE6
P30281	P11802
P17275	P38398
Q9P0L0	O95159
Q8IWZ6	Q3SYG4
P31150	P61006
Q13547	Q7Z3K6
A0JLT2	Q9H944
Q5SW79	Q8N4C6
P62714	Q66LE6
Q9UHB7	O00472
Q9P270	Q14008
Q96JM7	Q5VXD3
O15160	Q9NVU0
Q9BTA9	O75150
Q9Y5K5	Q16186
Q76L83	Q92560
O15160	Q9BUI4
A0JLT2	Q6P2C8
Q9H0L4	Q05048
Q13643	Q96KM6
O95210	Q9H0R8
Q9Y294	Q9UKI8
Q9HAF1	P55201
Q14135	P28347
Q96FV9	Q6I9Y2
Q6P1J9	Q6PD62
P61964	O75478
Q9P246	Q13586
O60711	Q05397
Q8NBT2	Q9BZD4
Q99627	Q92466
P22694	Q5VU43
P81877	Q86U70
Q9UKZ1	Q96LI5
Q9NR55	Q9BYV9
P49721	P28070
Q8WW35	Q8WVS4
Q9Y4X5	Q8IZQ5
Q9Y6G5	Q9GZQ3
Q8WV22	Q96MF7
P04066	Q7KZI7
Q13503	O75586
Q04864	Q04206
O14965	Q8TEP8
Q9NWB7	Q8IY31
P50750	O60563
Q08380	Q8NCJ5
Q9HBM1	O14777
P11532	Q13425
P08670	P07197
P20042	Q9NVM4
P78346	O95059
O95198	Q9BYP7
Q9Y5K5	Q8NBZ0
P53680	P42566
Q13503	Q96G25
P61964	Q9UPS6
O43639	Q13191
P49642	Q14181
P61964	O15530
Q9P0L0	Q9NZN5
Q9NQT5	Q15024
Q8N4P2	Q9NQC8
Q8TAG9	Q9UPT5
Q6PF05	Q6IPM2
Q9Y6A4	Q8IZL9
Q99618	O15194
Q9BY11	O75128
O15160	Q9Y535
P25205	Q9BTE3
P19784	O75822
Q96JC9	Q659A1
Q9P0M6	O75367
Q9Y570	Q66LE6
Q13503	Q15528
Q96FT9	Q8NEZ3
Q96PC5	Q5JRA6
Q9P0L0	Q96SU4
O60921	Q99638
Q96EP0	Q9H0F6
O43741	Q13131
Q13042	Q9UJX6
Q8NFJ9	Q8IWZ6
Q92747	Q9P1U1
Q9P2S5	Q9Y2D8
Q9Y5K5	Q9ULG1
P25791	Q86U70
P06730	Q13542
Q9Y6A4	Q9Y2Y0
Q8WW01	Q8NCE0
Q96JB2	Q8WTW3
P50749	Q13188
Q9H410	Q9H081
A0JLT2	P24863
Q96GM5	Q9NPI1
P62714	Q5VT06
Q8NFJ9	Q8TAM2
Q01518	P40123
P49642	P49643
Q9BS18	Q8NHZ8
Q99543	Q0VDF9
Q86SE9	Q9HAH7
Q8N4P2	Q8WYA0
P20618	P28070
Q8N3J5	P11182
Q6ZYL4	Q92759
P34896	P34897
Q9BYE7	Q8IWI9
P61289	Q92560
Q9H160	Q16576
Q8IY57	Q9BSM1
Q8NHY5	Q99638
Q9Y265	Q9NXR8
Q9H9Q2	Q99627
P47755	Q9BY89
P24941	P28749
O60645	Q96KP1
P13804	P38117
A0JLT2	Q9BTT4
P62993	Q13480
Q9NUP9	Q2KJY2
Q9Y294	Q86UE8
P60891	Q14558
Q9Y478	Q13131
P62136	Q9H792
Q7Z7C8	Q15544
P48059	Q13418
Q9Y285	Q9NSD9
Q96JB2	Q96MW5
Q9NWV8	Q9H2K2
P50749	Q13043
Q9NWV8	O95271
Q96IY1	Q9H081
Q9Y265	Q9H2F5
Q8IU81	Q9H1B7
Q9BZS1	Q8IVH2
P61962	Q9Y463
O75344	P22059
Q13547	Q969R5
O15160	O15446
Q9NUP9	Q02410
Q969R8	Q5T011
Q9NWT6	Q96NW4
Q9BUE0	O75586
Q16576	Q5PSV4
Q96JC9	Q9UHB7
O75386	Q6NXT1
Q92785	Q8NFD5
P24385	P49918
Q96H86	Q9UMX1
P61201	Q96L50
P05423	Q9BUI4
Q9Y297	Q86T82
P68104	P29692
Q9Y4Z2	Q99081
O75489	P56181
P52306	P62834
P06746	Q96T60
O15151	Q96FA3
P49674	Q16526
P36873	O60927
P19784	Q9ULU4
Q9NYB9	Q8IZP0
Q86TG7	A6ZKI3
Q8N205	Q9NSK0
P61024	Q13309
Q9GZM8	Q66GS9
O75380	P56181
Q13347	P60228
Q9NS61	Q9NZI2
P21802	P09038
P20336	Q96C24
Q96MH2	P50750
Q13330	Q9H165
Q08AG7	Q96RT8
Q9BUE0	Q15528
P16070	P13611
P08670	P17661
P53597	Q9P2R7
Q9H5V7	Q9UKT9
Q9UPT6	Q13387
Q9BUE0	Q9NWA0
Q15648	Q9UHV7
Q96GT9	Q96KQ7
Q9UNS2	Q96L50
P16104	Q96HA7
O60663	Q86U70
P25445	Q14790
Q6NZ36	O15287
Q01201	Q04206
Q14CW9	Q9UPT9
Q9BUE0	O75448
Q92572	O14617
Q86X83	Q567U6
P50750	O60583
Q9Y5R8	Q9Y296
A0JLT2	Q15528
P60842	P78344
Q9Y2T4	Q9BXL8
P05423	Q9Y535
Q9Y265	Q9C086
Q96II8	Q96N67
P61962	Q12815
O75821	Q7L2H7
Q92556	Q8TD17
Q6NYC1	Q7L4I2
O75791	Q9H706
Q13618	Q9P2G9
Q9NQC1	Q9NXR8
Q5VWX1	Q9UKB1
Q13547	P29375
Q96II8	Q9Y2L9
O43172	Q15020
Q9NVP2	Q9UKI8
Q9BUE0	O60244
Q9Y230	Q9C086
Q15648	Q9BWU1
Q8WVT3	Q7Z392
Q969X6	Q8TED0
O00327	O15516
P35249	P35251
Q6IPU0	Q7L2Z9
Q96S44	Q9BXV9
P62136	Q96RT1
Q9Y3F4	O75534
Q9NWZ8	Q9H840
Q8TBN0	Q96QF0
Q8N668	Q7Z3J2
P62068	Q09019
Q13618	Q9UJP4
P62714	Q9Y5P8
Q15648	O60244
P45983	Q13202
P43355	O75179
P17980	Q9BUZ4
Q16576	Q86YP4
P61964	Q6ZSY5
Q9UBU8	Q9H0E9
Q8IY57	Q3KNV8
Q9Y5K5	Q9H981
P01100	P15336
Q8N3I7	Q8TAM2
Q9BYE7	Q14186
P01100	P17544
Q9Y6C2	Q86VP1
P26368	Q99590
Q9Y265	Q6PI98
P43355	Q49A88
Q15648	O75448
Q9Y3F4	Q9H840
Q7L9L4	Q15208
P09871	P00736
Q13422	Q9UKS7
Q13547	Q9UBB5
P25786	Q5JS54
Q9UHB7	P50750
O96018	Q9H6S1
Q96CW1	Q9NSY1
Q8N2I9	Q8NHY2
P34741	P09038
P19447	P51946
Q9P0U4	Q8NFC6
Q86WR7	Q9Y6E0
Q9Y664	Q5T011
P61081	Q96GG9
Q92997	O14641
Q7Z7C8	O00268
P62136	Q8NI77
Q15648	Q9Y3C7
P31150	P61020
Q07866	Q9H0B6
Q8N4P2	Q13099
Q9Y230	Q6P4R8
P62304	Q15428
Q9BYE7	Q14188
P15884	Q96ES7
Q8N140	Q8WV22
Q9H0A8	Q9GZQ3
P61964	Q9H8E8
O15287	O15360
Q9Y265	Q6P4R8
Q96JB2	P83436
P32314	P22670
Q99558	O15111
Q15532	Q8NFD5
P36873	Q9UPR0
P62136	A6NKD9
Q16576	Q9HAJ7
Q96B26	Q8TF46
Q8IY57	Q8NHM5
O00220	Q14790
P09913	O14879
Q9NYP9	Q6P0N0
O14763	Q14790
Q9H160	Q5PSV4
Q8N488	Q9HAH7
Q9HCI7	Q9H7Z6
Q13547	Q14865
Q86SE9	Q8WXX7
Q9BVC4	P42345
Q9Y5K5	Q9C086
Q9Y664	Q96MD2
Q16539	O75582
Q9Y3B2	Q96B26
Q13547	O95983
Q86Y82	O95249
Q9BRX5	Q14691
Q9HAF1	Q9NXR8
Q92905	Q9C0C6
Q9HCI7	Q8N5Y2
Q86WT1	Q9H7X7
P30279	P38936
Q9BW85	Q9UMS4
P62993	Q96JJ3
Q13503	Q9NPJ6
Q8NC24	O95747
Q8WXI9	Q9UBB5
Q99963	Q99961
P56377	Q9BXS5
Q05209	P49023
Q04864	P19838
Q8IUR0	P48553
P60842	Q04637
Q9NWT6	Q9UM47
Q9NX14	Q9UI09
Q3KP66	Q99418
Q16576	O95983
O00712	Q12857
Q15532	P51531
Q13227	O60907
Q6NYC1	Q96S94
Q13077	Q9NVF7
Q6PIV2	P01106
P12524	Q9H2F5
Q9Y297	Q9Y4X5
Q13042	Q8NHZ8
Q9BUE0	Q9BTT4
P20248	Q6PJG2
Q13547	Q9UHJ3
O00399	Q13561
Q9Y2T2	Q3YEC7
O00506	Q7L7X3
P49720	P28070
Q99767	Q9Y2K6
Q9UQF2	Q13387
P36873	Q13625
Q6NYC1	Q8NAV1
Q9UGI9	O43741
P61964	Q92831
P62136	P49750
O15160	Q9GZS1
P15313	P36543
Q6PD74	Q96PC3
Q93034	Q96MG8
P08754	O43566
Q9H160	Q9H7L9
Q96JB2	Q14746
O43741	P54646
P20618	Q99436
P61964	O15047
P11908	Q14558
Q9UIV1	Q96LI5
Q9H160	P29374
Q9Y297	Q53EL6
Q8TAG9	O00471
Q8IU60	Q8IZD4
Q12974	Q9NRU3
Q6IPR1	Q9H2W6
P26641	Q05639
P49642	P09884
O95630	Q9Y3E7
Q9NWT6	Q8NB46
Q13490	Q13077
Q13618	Q9H0H3
O60216	Q7Z5K2
Q53HC9	Q5VIR6
Q8IUR0	O43617
O95721	Q13114
Q9NS73	Q9ULM3
Q9BUE0	Q9Y3C7
P08754	Q86YR5
Q13547	Q8TDI0
P55735	Q96S15
Q9NYB9	Q9Y6W5
Q16576	Q9UBB5
Q7Z7C8	Q15545
P01100	P17535
Q9Y6G9	Q13409
Q9UEU0	O15400
Q9P0L0	Q9BXB4
Q8TAQ2	Q68CP9
Q9Y5K5	Q9H9F9
Q9UNP9	Q9ULR0
Q9UKZ1	Q9NZN8
P16104	O94880
Q9NQP4	P61758
Q9NS23	Q13043
Q9GZV5	P28347
Q99598	O94964
P61962	Q9H7S9
Q13618	Q7Z5Y7
Q13077	Q01804
Q13084	Q9NP92
Q96EK5	Q15058
Q96HB5	Q99418
Q9HAU4	Q15797
Q9Y5K5	Q6P4R8
Q13363	O60315
Q9NWT6	Q05823
Q969R5	Q14186
Q4VC05	Q8TAQ2
Q13426	Q0D2I5
P15692	P17948
Q13503	Q93074
O00401	O43516
Q16539	P46734
Q08945	Q96HA7
Q9NWV8	Q9NXR7
Q9UK41	Q96EY5
Q9UBP0	P53990
P61024	P14635
Q96JM2	O95785
Q9ULX9	Q16236
O14977	P54368
Q8N3L3	P40222
Q99558	O14920
Q9UBU8	Q92993
Q13547	Q14687
Q9BY11	Q9UNF0
Q05D60	Q8IY31
Q07866	Q9NSK0
Q96CW1	Q0JRZ9
Q12834	O60566
Q6ZN18	Q15910
Q9P0L0	O75410
O43513	Q9Y3C7
Q9HBI0	Q13418
P55081	Q8NAV1
Q13042	Q9UJX5
Q92785	P51531
Q6P1L5	Q9Y463
Q15648	Q96HR3
P56377	Q10567
Q6NYC1	Q9H0G5
Q6NYC1	Q86U06
P33151	Q99569
Q14188	Q01094
A0JLT2	Q9NPJ6
Q15014	Q9H0E9
P31323	Q99996
Q9BUE0	Q9NPJ6
Q9UHW5	Q9NVU0
Q6P1K8	Q92759
Q7Z7C8	Q16594
Q9Y265	Q92993
P62136	Q13625
P62993	Q9UQ16
O94889	Q13618
Q9UIV1	Q14106
P24941	P14635
Q96CW1	O94973
Q9Y265	Q8N5I9
A1L0T0	Q9HCG7
O60645	Q9Y2D4
A0JLT2	Q9BWU1
Q9NWT6	Q8TES7
P10644	P31321
Q9BUE0	Q9P086
Q9NXL9	Q9UJA3
Q9UP83	Q14746
Q8N668	Q567U6
Q9Y3I1	Q92530
P62136	Q9Y2W2
Q8N8A2	O15084
Q9Y230	Q6PI98
Q9Y5U2	O95400
Q9Y496	O14782
P36873	Q96RT1
Q9H410	Q8NG31
P24385	P38936
Q9HBM1	Q9H081
P19784	Q8N1G0
P08754	Q9NPQ8
Q6ZN18	O75530
P22694	Q99996
Q8WXI9	O95983
O43399	Q16890
Q9H6L2	Q9UPM9
Q9UBU8	Q86YC2
Q07817	Q92934
Q15052	Q13153
Q9NWT6	Q92625
Q6P1K2	Q9H081
Q9Y228	Q13033
P49770	Q9UI10
Q92519	Q8NHY2
P40222	Q9NUQ3
Q13889	Q92759
Q13137	Q9H6S1
P49005	Q9HCU8
Q9HBM1	Q9BZD4
Q15648	Q9NVC6
Q96MH2	Q99081
P25786	P28070
Q96JC9	P51825
P23769	Q8IX07
Q15311	Q13227
P24941	Q13309
P55072	Q9BZE9
P36873	Q02833
P62136	Q9GZN8
P17931	Q9HCM3
Q13618	Q53RE8
Q8WUZ0	Q8NFD5
P49760	Q9BUV0
Q5TKA1	Q6MZP7
Q16576	O75182
P62826	Q9HD47
Q92784	P51531
Q15648	Q6P2C8
Q4G0X9	Q9H3R5
Q96GM5	Q8NFD5
O43513	O75586
Q9UP83	Q9H9E3
P15884	Q99081
Q13547	Q8IZ40
Q13547	Q8N108
P31323	P24588
Q5T6S3	Q92800
P10809	Q4G176
P62993	Q75VX8
Q8WXI9	Q9BTC8
Q9BS18	P30260
O14867	Q9H4H8
Q13618	Q8IXQ5
Q15648	Q9NWA0
Q9BS18	Q9UJX2
P12004	P38936
A0JLT2	Q93074
Q8WUZ0	Q68CP9
Q9UNP9	O60306
O14929	Q16576
Q9UK41	Q9H9H4
P25786	Q99436
Q9UNZ2	Q9BZE9
P61964	Q8IYH5
Q13277	Q15833
P20339	P24386
Q13636	P31150
P62826	Q99666
O75528	Q9ULM3
Q9NQ48	Q8N3I7
P62993	O43150
P40937	Q8WVB6
Q6PJQ5	Q96L91
Q92993	O95619
P17040	Q969J2
P28065	Q06323
Q8IWZ6	Q96RK4
Q7L5N1	Q9UBW8
Q13618	Q9BSF8
Q9Y2T4	Q9NUC0
Q8NBT2	Q9H081
Q92949	P48378
Q9P275	P06748
O00522	O14713
Q99627	Q13098
Q9NS23	Q13188
Q9NWB7	Q9UG01
Q9Y265	Q6ZRS2
Q86WT1	Q96LB3
Q96J01	Q96FV9
Q08AG7	Q6P582
O75791	Q13480
Q99836	O43791
Q8N488	Q8WXX7
P09972	P04075
Q15648	Q71F56
Q8N4P2	Q9P2H3
Q8TAQ2	Q86U86
P61586	O15085
O00712	Q14938
P62826	P18754
O14775	P49802
Q8TAQ2	Q8NFD5
Q9H8T0	Q9UJC3
Q9NX08	Q86VX2
Q96RT8	Q96RT7
Q13347	O00303
P19784	Q8WXX7
Q9Y6G5	Q86VX2
P61964	Q03164
Q12933	Q92844
Q13561	Q9NZ32
Q08AM6	Q9Y2I7
Q01201	P19838
Q15648	Q9NPJ6
Q13352	Q7L2Z9
Q13503	Q9Y2X0
Q9H8K7	Q8NHV4
Q9Y5M8	P08240
Q8N9N2	Q8N3C0
P14406	P14854
P08670	P48681
Q96FT9	Q96RY7
Q13287	P80217
Q8N140	Q96MG7
Q9Y6W8	O75144
Q9Y3Q8	Q9UHY1
O95721	Q96BD8
P61962	Q9NYF3
Q8IY57	Q9HAH7
P49458	Q9UHB9
P54274	Q96AP0
Q96DB2	Q9Y5B6
Q9C0C6	O15516
O75821	P60228
Q96CW1	Q10567
Q16539	Q14999
Q9NX08	Q86X83
Q9NQT5	Q96B26
Q9GZM8	Q9NXR1
O43639	Q8IZP0
Q16576	Q13547
Q14155	Q9Y2X7
Q9Y5U2	Q9BRR8
O75528	Q92830
P24863	Q93074
Q9H0U4	P31150
Q96JM7	Q6SPF0
P13631	P28702
P61962	Q9HAH7
Q13547	Q4LE39
P22087	Q8NEF9
Q9Y312	Q96CW6
P52306	Q9UF11
Q9BTP7	Q8IYD8
Q9Y297	Q9NS23
P62714	Q14BN4
Q9Y3C0	Q8TD31
Q9Y228	O43815
O75489	Q9UI09
Q6NYC1	Q9HAZ1
P22694	Q9UKA4
P31150	P20340
Q01201	O00221
Q8WUZ0	Q6STE5
Q96RU8	Q8NHY2
A0JLT2	Q96G25
Q13618	Q9P2K6
Q8N3J5	P21953
Q9BUE0	Q96HR3
Q15691	O75122
Q6K0P9	Q12899
Q05513	P41743
Q9NX14	O95169
Q96B97	Q68EM7
Q92785	Q6STE5
P49754	Q9H270
Q96GC6	Q13263
P51151	P26374
O95997	Q14674
P24863	O75586
Q9NVP2	Q96HA7
P04899	Q9NPQ8
Q6P1J9	Q8N7H5
P49720	Q06323
Q9NP64	Q6NYC1
Q16665	P27540
Q13596	O60749
Q9Y265	Q9H6R7
P24941	Q09472
Q9NS23	Q66K74
Q96EV8	O95295
Q9HC36	P52739
Q14CS0	Q969W3
Q9Y2V7	Q14746
Q9Y4P8	Q676U5
O60826	Q9GZQ3
P06493	O95067
P62993	O00750
Q96II8	Q5VUJ6
Q9Y5R8	Q9UL33
Q15532	Q92925
Q15648	Q9BTT4
P50750	P51825
Q9UGJ0	P54646
Q8IY42	Q9BUL8
Q13618	Q9P2D0
P27540	P35869
Q8WVZ9	Q96CB9
Q13227	O75376
Q93034	Q6PJ21
Q8ND90	Q86V59
Q9UNS2	Q9H0C5
Q8WWY3	Q15020
Q96RI1	P28702
O15160	Q9Y2Y1
P53680	O95782
Q9Y2T2	O14617
O75436	Q96QK1
P01100	Q02930
Q9UBQ0	Q96QK1
P62136	Q9H175
Q9NVP2	Q86UE8
P22694	P24588
Q96BH1	Q9Y2X8
P49770	Q9NR50
P49674	Q14C86
A0JLT2	Q9H204
Q86YP4	Q12873
Q8N5N7	Q9HD33
Q6FI81	O76003
Q9NS73	Q92830
Q9H765	Q9NWT6
A0JLT2	Q9Y2X0
Q8IU81	Q7Z5L9
A0JLT2	Q9NWA0
Q13503	P49336
O00186	Q12846
A0JLT2	Q96HR3
Q9NYF3	Q9Y463
Q02363	Q99081
Q9NR55	P15336
Q6PJQ5	P27540
P49674	O15055
Q96ES7	O75478
P49721	P20618
Q13356	Q96NB3
Q9BUE0	Q9Y2X0
Q9HAF1	Q9H2F5
