Entry	Status	Gene ontology (cellular component)
Q14160	reviewed	basolateral plasma membrane [GO:0016323]; cell-cell adherens junction [GO:0005913]; cell-cell contact zone [GO:0044291]; cell-cell junction [GO:0005911]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; extrinsic component of postsynaptic density membrane [GO:0099147]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; myelin sheath abaxonal region [GO:0035748]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; Scrib-APC-beta-catenin complex [GO:0034750]; synapse [GO:0045202]
Q5SR56	reviewed	integral component of membrane [GO:0016021]
Q96AT9	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
Q96CU9	reviewed	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]
Q9UPM9	reviewed	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cytosol [GO:0005829]; membrane [GO:0016020]; MKS complex [GO:0036038]
Q9Y2L1	reviewed	cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; membrane [GO:0016020]; nuclear exosome (RNase complex) [GO:0000176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9Y5T5	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9UKV8	reviewed	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; micro-ribonucleoprotein complex [GO:0035068]; mRNA cap binding complex [GO:0005845]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]
Q13587	unreviewed	
Q13601	reviewed	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]
Q15906	reviewed	nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q16558	reviewed	plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]
Q53EW4	unreviewed	
Q53G30	unreviewed	
Q68CL5	reviewed	cytoplasm [GO:0005737]; microtubule [GO:0005874]
Q6PJW8	reviewed	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; trans-Golgi network [GO:0005802]; transport vesicle [GO:0030133]
Q7Z6B0	reviewed	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; trans-Golgi network [GO:0005802]
Q8N4F4	reviewed	integral component of membrane [GO:0016021]
Q96JN0	reviewed	nucleoplasm [GO:0005654]
Q8N6C8	reviewed	extracellular region [GO:0005576]; ficolin-1-rich granule membrane [GO:0101003]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
Q8N6Q3	reviewed	anchored component of membrane [GO:0031225]; extracellular exosome [GO:0070062]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; secretory granule membrane [GO:0030667]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
Q8NA42	reviewed	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]
Q8WU57	unreviewed	integral component of membrane [GO:0016021]
Q8WUY3	reviewed	cytoplasm [GO:0005737]
Q8WWF6	reviewed	
Q96CW9	reviewed	anchored component of plasma membrane [GO:0046658]; anchored component of presynaptic active zone membrane [GO:0099029]; axon [GO:0030424]; cytosol [GO:0005829]; extracellular region [GO:0005576]; Flemming body [GO:0090543]; glutamatergic synapse [GO:0098978]; intercellular bridge [GO:0045171]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]
Q9BPW5	reviewed	membrane [GO:0016020]
Q9C0D9	reviewed	endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q9H467	reviewed	cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]
Q9NQ32	reviewed	
Q9NQA5	reviewed	apical plasma membrane [GO:0016324]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q9NVX2	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9Y2I8	reviewed	PeBoW complex [GO:0070545]; preribosome, large subunit precursor [GO:0030687]
Q9Y467	reviewed	nucleus [GO:0005634]
Q9Y676	reviewed	cell junction [GO:0030054]; mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
Q01968	reviewed	clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; Golgi-associated vesicle [GO:0005798]; Golgi stack [GO:0005795]; membrane [GO:0016020]; nucleus [GO:0005634]; phagocytic vesicle membrane [GO:0030670]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q6ICB4	reviewed	clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; early endosome [GO:0005769]; recycling endosome [GO:0055037]; trans-Golgi network [GO:0005802]
Q01995	reviewed	cytoplasm [GO:0005737]
Q02040	reviewed	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]
Q02078	reviewed	cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q02080	reviewed	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q969T3	reviewed	cytoplasmic vesicle membrane [GO:0030659]; early endosome membrane [GO:0031901]
Q02318	reviewed	mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
Q13630	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
Q02383	reviewed	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleus [GO:0005634]
Q8IWR0	reviewed	nucleus [GO:0005634]
Q16656	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q4G0S1	unreviewed	
Q5RGS3	reviewed	integral component of membrane [GO:0016021]
Q9Y3U8	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]
Q02556	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q02750	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q5TCX8	reviewed	intracellular [GO:0005622]
Q92990	reviewed	Cul2-RING ubiquitin ligase complex [GO:0031462]; Cul3-RING ubiquitin ligase complex [GO:0031463]; Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; intracellular [GO:0005622]
S4R435	unreviewed	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]
Q9UBV2	reviewed	Derlin-1 retrotranslocation complex [GO:0036513]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; Hrd1p ubiquitin ligase complex [GO:0000836]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of membrane [GO:0016021]
Q02952	reviewed	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]
Q02985	reviewed	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
Q9UJA5	reviewed	nucleoplasm [GO:0005654]; tRNA (m1A) methyltransferase complex [GO:0031515]
Q03111	reviewed	cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription elongation factor complex [GO:0008023]
Q03112	reviewed	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q03188	reviewed	cleavage furrow [GO:0032154]; condensed nuclear chromosome, centromeric region [GO:0000780]; condensed nuclear chromosome kinetochore [GO:0000778]; cytosol [GO:0005829]; Flemming body [GO:0090543]; intercellular bridge [GO:0045171]; kinetochore [GO:0000776]; midbody [GO:0030496]; nuclear body [GO:0016604]; nuclear pericentric heterochromatin [GO:0031618]; nucleoplasm [GO:0005654]; pericentric heterochromatin [GO:0005721]
Q8NAU1	reviewed	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778]; plasma membrane [GO:0005886]
Q03468	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription elongation factor complex [GO:0008023]
Q03519	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; MHC class I peptide loading complex [GO:0042824]; nuclear speck [GO:0016607]; phagocytic vesicle membrane [GO:0030670]; TAP complex [GO:0042825]
Q9BT73	reviewed	
Q03591	reviewed	blood microparticle [GO:0072562]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; protein-containing complex [GO:0032991]
Q03692	reviewed	collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q03923	reviewed	nucleus [GO:0005634]
Q86X45	reviewed	cilium [GO:0005929]; cytoplasm [GO:0005737]; motile cilium [GO:0031514]
Q9H611	reviewed	mitochondrion [GO:0005739]; nuclear chromosome, telomeric region [GO:0000784]; replication fork [GO:0005657]
Q9NYL4	reviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q53GS9	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
Q6ZV73	reviewed	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; ruffle [GO:0001726]
Q96IF1	reviewed	adherens junction [GO:0005912]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; P-body [GO:0000932]; plasma membrane [GO:0005886]; transcription factor complex [GO:0005667]
Q9NX08	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q04837	reviewed	extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoid [GO:0009295]; nucleus [GO:0005634]
Q0D2K3	reviewed	nucleus [GO:0005634]
Q14667	reviewed	extracellular region [GO:0005576]
Q15147	reviewed	cytosol [GO:0005829]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; parallel fiber to Purkinje cell synapse [GO:0098688]; postsynaptic density [GO:0014069]; smooth endoplasmic reticulum [GO:0005790]
Q16181	reviewed	axoneme [GO:0005930]; cleavage furrow [GO:0032154]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; septin complex [GO:0031105]; septin filament array [GO:0032160]; septin ring [GO:0005940]; sperm annulus [GO:0097227]; spindle [GO:0005819]; stress fiber [GO:0001725]
Q5T7W7	reviewed	
Q5VZI3	reviewed	integral component of membrane [GO:0016021]
Q7L2R6	reviewed	nucleus [GO:0005634]
Q7Z398	reviewed	nucleus [GO:0005634]
Q8NC96	reviewed	clathrin-coated pit [GO:0005905]; clathrin vesicle coat [GO:0030125]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q8TAD7	reviewed	
Q8TDY4	reviewed	cytosol [GO:0005829]; focal adhesion [GO:0005925]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; ruffle [GO:0001726]
Q8WUI4	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q969H6	reviewed	multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleoplasm [GO:0005654]; ribonuclease MRP complex [GO:0000172]
Q96BA4	unreviewed	
Q9BRT3	reviewed	cytosol [GO:0005829]; intrinsic component of the cytoplasmic side of the plasma membrane [GO:0031235]
Q9BV90	reviewed	cytosol [GO:0005829]; intercellular bridge [GO:0045171]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U12-type spliceosomal complex [GO:0005689]
Q9BW66	reviewed	nucleus [GO:0005634]
Q9HC07	reviewed	early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; trans-Golgi network membrane [GO:0032588]
Q9NQV6	reviewed	nucleus [GO:0005634]
Q9NRG9	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9NY43	reviewed	nucleus [GO:0005634]
Q9P218	reviewed	collagen trimer [GO:0005581]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9Y4Z2	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9Y6G9	reviewed	centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cytoplasmic dynein complex [GO:0005868]; cytosol [GO:0005829]; ficolin-1-rich granule membrane [GO:0101003]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; spindle pole [GO:0000922]
Q56P03	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6PJ69	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q7Z364	unreviewed	
Q9NVD7	reviewed	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; Z disc [GO:0030018]
Q9P2M4	reviewed	autophagosome [GO:0005776]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; recycling endosome [GO:0055037]
Q9UM19	reviewed	intracellular [GO:0005622]
Q9Y242	reviewed	nucleus [GO:0005634]
Q6LBS5	unreviewed	
Q6ZN57	reviewed	nucleus [GO:0005634]
Q8N5B1	unreviewed	
Q9H0W7	reviewed	nucleolus [GO:0005730]
Q9NXF1	reviewed	cytoplasm [GO:0005737]; MLL1 complex [GO:0071339]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Rix1 complex [GO:0097344]
Q9Y4C8	reviewed	chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q05315	reviewed	collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]
Q05329	reviewed	anchored component of membrane [GO:0031225]; axon [GO:0030424]; cell junction [GO:0030054]; clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane [GO:0061202]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; inhibitory synapse [GO:0060077]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]; synaptic vesicle membrane [GO:0030672]
Q96B96	reviewed	integral component of membrane [GO:0016021]
Q05469	reviewed	caveola [GO:0005901]; cytosol [GO:0005829]; lipid droplet [GO:0005811]
Q05481	reviewed	nucleus [GO:0005634]
V9HWD6	unreviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]
Q7Z353	reviewed	nucleus [GO:0005634]
Q86Y56	reviewed	cytoplasm [GO:0005737]
Q8N8J5	unreviewed	
Q96Q04	reviewed	axon [GO:0030424]; dendrite [GO:0030425]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9BXR0	reviewed	mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9NWR8	reviewed	calcium channel complex [GO:0034704]; integral component of mitochondrial inner membrane [GO:0031305]; intrinsic component of membrane [GO:0031224]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; uniplex complex [GO:1990246]
Q5T013	reviewed	
Q8WXA9	reviewed	nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]
Q96EK4	reviewed	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; nucleoplasm [GO:0005654]
Q05823	reviewed	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; nuclear matrix [GO:0016363]
Q05DA9	unreviewed	
Q06033	reviewed	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet dense granule lumen [GO:0031089]
Q06136	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q06141	reviewed	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q06190	reviewed	protein phosphatase type 2A complex [GO:0000159]
Q9Y5K2	reviewed	extracellular region [GO:0005576]; secretory granule [GO:0030141]
Q06546	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q86SE9	reviewed	centrosome [GO:0005813]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]; X chromosome [GO:0000805]
Q8IY57	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14694	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q8IXJ6	reviewed	centriole [GO:0005814]; centrosome [GO:0005813]; chromatin silencing complex [GO:0005677]; chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glial cell projection [GO:0097386]; growth cone [GO:0030426]; juxtaparanode region of axon [GO:0044224]; lateral loop [GO:0043219]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; midbody [GO:0030496]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; myelin sheath [GO:0043209]; nuclear heterochromatin [GO:0005720]; nucleolus [GO:0005730]; nucleus [GO:0005634]; paranodal junction [GO:0033010]; paranode region of axon [GO:0033270]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; Schmidt-Lanterman incisure [GO:0043220]; spindle [GO:0005819]
Q9UHG2	reviewed	extracellular space [GO:0005615]; secretory granule [GO:0030141]; trans-Golgi network [GO:0005802]
Q07108	reviewed	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; protein-containing complex [GO:0032991]
Q9H7V3	unreviewed	
Q8NFF3	unreviewed	integral component of membrane [GO:0016021]
Q9HBF4	reviewed	autophagosome [GO:0005776]; endoplasmic reticulum [GO:0005783]; extrinsic component of omegasome membrane [GO:0097629]; Golgi stack [GO:0005795]; Mitochondria-associated ER Membrane [GO:0044233]; omegasome [GO:1990462]; perinuclear region of cytoplasm [GO:0048471]; phagophore assembly site [GO:0000407]
Q07866	reviewed	cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; growth cone [GO:0030426]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]
Q53EL9	reviewed	apical dendrite [GO:0097440]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q8N431	reviewed	intracellular [GO:0005622]
Q969R8	reviewed	cytosol [GO:0005829]; KICSTOR complex [GO:0140007]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]
Q08116	reviewed	cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; plasma membrane [GO:0005886]
Q7RTU3	reviewed	nucleus [GO:0005634]
Q9BRQ3	reviewed	nucleoplasm [GO:0005654]
Q8IUC6	reviewed	autophagosome [GO:0005776]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; mitochondrion [GO:0005739]; ripoptosome [GO:0097342]
Q96GX8	reviewed	
Q14964	reviewed	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]
Q1MSJ5	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; spindle [GO:0005819]; spindle pole [GO:0000922]
Q499L9	unreviewed	
Q5TAP6	reviewed	cytosol [GO:0005829]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
Q6NSX1	reviewed	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q6ZNC6	unreviewed	
Q8IUD6	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q8NA57	reviewed	intracellular [GO:0005622]
Q8NB25	reviewed	extracellular space [GO:0005615]
Q8ND24	reviewed	
Q8NEY4	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]
Q96DA2	reviewed	cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; intracellular [GO:0005622]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
Q96IQ9	reviewed	nucleus [GO:0005634]
Q96JF6	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q96K30	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q96KN8	reviewed	
Q96M11	reviewed	centriole [GO:0005814]; centrosome [GO:0005813]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q96S90	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9BW83	reviewed	centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]
Q9BY77	reviewed	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]
Q9H668	reviewed	CST complex [GO:1990879]; fibrillar center [GO:0001650]; intermediate filament cytoskeleton [GO:0045111]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H688	unreviewed	centrosome [GO:0005813]; microtubule [GO:0005874]; spindle pole [GO:0000922]
Q9NSI2	reviewed	
Q9P016	reviewed	nucleus [GO:0005634]
Q9P2K5	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; ribonucleoprotein complex [GO:1990904]
Q9UJW0	reviewed	cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleus [GO:0005634]; sarcomere [GO:0030017]; spindle pole [GO:0000922]; stress fiber [GO:0001725]
Q9UPN6	reviewed	cytoplasm [GO:0005737]; mRNA cleavage factor complex [GO:0005849]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]
Q9UPU9	reviewed	cell junction [GO:0030054]; cytosol [GO:0005829]; dendrite [GO:0030425]; fibrillar center [GO:0001650]; P-body [GO:0000932]; synapse [GO:0045202]
Q9Y586	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9Y5K8	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting V-type ATPase complex [GO:0033176]; specific granule membrane [GO:0035579]
Q63HJ8	unreviewed	cytoplasmic dynein complex [GO:0005868]
Q9UNN8	reviewed	cell surface [GO:0009986]; centrosome [GO:0005813]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q08708	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q9H944	reviewed	mediator complex [GO:0016592]; nucleoplasm [GO:0005654]; ubiquitin ligase complex [GO:0000151]
Q08722	reviewed	cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
Q8IXQ4	reviewed	
Q14032	reviewed	cytosol [GO:0005829]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
Q08AG7	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; equatorial microtubule organizing center [GO:0000923]; gamma-tubulin ring complex [GO:0008274]; gamma-tubulin small complex, mitotic spindle pole body [GO:0061495]; interphase microtubule organizing center [GO:0031021]; spindle [GO:0005819]
Q16609	reviewed	extracellular region [GO:0005576]
Q16773	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q53HV7	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
